first_name,last_name,email,phone,age,city,occupation,education,course_interest,lead_source,budget,preferred_schedule,previous_ai_experience,interaction_count,assigned_sales_rep,days_since_created,purchased,status,payment_status
ניר,סלומון,5836.ניר.סלומון@example.com,0552796523,41.0,אשדוד,סטודנט,תיכונית,Python for AI,WhatsApp,,ערב,1,5,יוסי כהן,141,0,Offer Sent,pending
עידו,שגב,5837.עידו.שגב@example.com,0595498508,26.0,רמת גן,מנהל שיווק,תואר שני,AI Automation,Referral,5530.0,גמיש,1,4,דנה לוי,90,1,Won,paid
רותם,סלומון,5838.רותם.סלומון@example.com,0598142874,33.0,רמת גן,מהנדס,,AI Automation,Facebook,3850.0,גמיש,0,4,יוסי כהן,119,0,Contacted,pending
טל,פרץ,5839.טל.פרץ@example.com,0585154831,20.0,רמת גן,איש מכירות,דוקטורט,Machine Learning,Website,7190.0,בוקר,1,2,יוסי כהן,166,0,Contacted,pending
יונתן,פרץ,5840.יונתן.פרץ@example.com,0511445323,,רעננה,אנליסט,תואר שני,Prompt Engineering,Organic,3890.0,בוקר,1,3,אורי שרון,60,1,Won,paid
מיכל,נחום,5841.מיכל.נחום@example.com,0599194999,30.0,ירושלים,מעצב,תואר ראשון,AI Automation,Google Ads,4300.0,"סופ""ש",1,3,מאיה בר,37,0,Follow-up,pending
רועי,נחום,5842.רועי.נחום@example.com,0596749036,33.0,ראשון לציון,מהנדס,תואר ראשון,Python for AI,Instagram,2900.0,בוקר,0,2,יוסי כהן,158,0,Follow-up,pending
יונתן,כהן,5843.יונתן.כהן@example.com,0538441139,37.0,נתניה,מעצב,תואר שני,Machine Learning,Instagram,8090.0,ערב,1,1,מאיה בר,74,1,Won,paid
רון,רוזן,5844.רון.רוזן@example.com,0524715020,46.0,מודיעין,מפתח תוכנה,הנדסאי,Python for AI,Google Ads,4770.0,בוקר,0,1,אורי שרון,7,0,Contacted,pending
נדב,פרידמן,5845.נדב.פרידמן@example.com,0583214392,40.0,חיפה,יזם,תיכונית,Python for AI,Facebook,4230.0,ערב,0,2,דנה לוי,158,0,Contacted,pending
אורי,פרץ,5846.אורי.פרץ@example.com,0527746457,42.0,ירושלים,איש מכירות,הנדסאי,Python for AI,Instagram,3410.0,ערב,1,4,נועה גל,48,0,New,pending
רון,שפירא,5847.רון.שפירא@example.com,0564488454,46.0,תל אביב,,תואר ראשון,Prompt Engineering,Website,1780.0,גמיש,0,3,אורי שרון,30,1,Won,paid
יעל,פרץ,5848.יעל.פרץ@example.com,0510214473,38.0,מודיעין,יזם,תואר ראשון,Prompt Engineering,Google Ads,500.0,"סופ""ש",1,4,יוסי כהן,118,0,New,pending
נדב,שפירא,5849.נדב.שפירא@example.com,0528118319,33.0,ירושלים,מורה,הנדסאי,AI Agents,Instagram,5770.0,ערב,1,3,מאיה בר,138,1,Won,paid
דור,גבאי,5850.דור.גבאי@example.com,0552982419,42.0,תל אביב,מורה,תואר ראשון,Prompt Engineering,WhatsApp,2110.0,ערב,1,5,נועה גל,40,0,Follow-up,pending
מור,ברק,5851.מור.ברק@example.com,0589829422,43.0,רעננה,,תואר ראשון,AI Automation,Instagram,4360.0,ערב,0,2,מאיה בר,38,0,Contacted,pending
אורן,נחום,5852.אורן.נחום@example.com,0570337135,39.0,רעננה,סטודנט,תואר שני,Machine Learning,Facebook,9750.0,ערב,1,1,אורי שרון,24,0,New,pending
עדי,אשכנזי,5853.עדי.אשכנזי@example.com,0579233069,20.0,פתח תקווה,יזם,הנדסאי,Python for AI,Facebook,5320.0,"סופ""ש",1,3,מאיה בר,119,0,Contacted,pending
איתי,ביטון,5854.איתי.ביטון@example.com,0525393094,25.0,ירושלים,אנליסט,תואר שני,Prompt Engineering,Instagram,3540.0,ערב,1,2,נועה גל,109,0,Offer Sent,pending
נדב,אזולאי,5855.נדב.אזולאי@example.com,0529096072,31.0,ראשון לציון,סטודנט,תואר שני,Machine Learning,Website,5640.0,"סופ""ש",0,4,מאיה בר,164,0,New,pending
נועה,סלומון,5856.נועה.סלומון@example.com,0534177930,40.0,תל אביב,סטודנט,תואר ראשון,Machine Learning,Facebook,6870.0,בוקר,1,1,נועה גל,69,0,Interested,pending
יונתן,גבאי,5857.יונתן.גבאי@example.com,0570753467,33.0,תל אביב,מפתח תוכנה,תואר ראשון,Data Science,WhatsApp,7750.0,בוקר,0,1,דנה לוי,69,0,Contacted,pending
גיא,שגב,5858.גיא.שגב@example.com,0582378627,43.0,ראשון לציון,מנהל שיווק,תיכונית,Python for AI,WhatsApp,2430.0,ערב,0,6,נועה גל,91,0,New,pending
מור,כהן,5859.מור.כהן@example.com,0551601664,45.0,הרצליה,אחר,תואר ראשון,Python for AI,Instagram,3080.0,"סופ""ש",1,0,נועה גל,141,0,Follow-up,pending
ניר,רוזן,5860.ניר.רוזן@example.com,0598308241,44.0,תל אביב,סטודנט,תואר שני,Data Science,Organic,6860.0,ערב,0,2,נועה גל,101,0,Lost,pending
רועי,פרץ,5861.רועי.פרץ@example.com,0580204964,44.0,נתניה,סטודנט,תיכונית,Machine Learning,Website,3960.0,גמיש,0,0,דנה לוי,23,0,Contacted,pending
ענבר,ביטון,5862.ענבר.ביטון@example.com,0523605887,24.0,חיפה,אנליסט,תואר שני,Machine Learning,Organic,4700.0,גמיש,1,4,יוסי כהן,46,0,Contacted,pending
ליאור,ביטון,5863.ליאור.ביטון@example.com,0526210545,37.0,תל אביב,מנהל שיווק,תיכונית,Python for AI,Instagram,1240.0,ערב,1,6,נועה גל,23,0,Follow-up,pending
טל,כהן,5864.טל.כהן@example.com,0513335670,28.0,ירושלים,,תואר שני,Machine Learning,Website,8590.0,"סופ""ש",1,4,דנה לוי,131,0,New,pending
אביב,אשכנזי,5865.אביב.אשכנזי@example.com,0512201324,18.0,תל אביב,מהנדס,,Data Science,Facebook,4140.0,ערב,0,4,יוסי כהן,54,0,Follow-up,pending
גלי,פרץ,5866.גלי.פרץ@example.com,0584770097,30.0,ירושלים,מורה,תואר ראשון,Prompt Engineering,Facebook,550.0,ערב,1,3,דנה לוי,145,0,Lost,pending
אסף,גבאי,5867.אסף.גבאי@example.com,0540114456,45.0,חיפה,סטודנט,תואר שני,AI Automation,WhatsApp,530.0,בוקר,0,3,נועה גל,139,0,Offer Sent,pending
נדב,אוחיון,5868.נדב.אוחיון@example.com,0515967420,37.0,תל אביב,סטודנט,תואר ראשון,Machine Learning,Instagram,6610.0,גמיש,0,2,מאיה בר,119,0,New,pending
עומר,אזולאי,5869.עומר.אזולאי@example.com,0585628245,51.0,באר שבע,יזם,תיכונית,Machine Learning,Google Ads,3650.0,ערב,0,4,יוסי כהן,75,0,Interested,pending
אלון,רוזן,5870.אלון.רוזן@example.com,0517838019,35.0,תל אביב,אנליסט,תואר שני,Prompt Engineering,Instagram,4040.0,גמיש,0,3,אורי שרון,177,0,Contacted,pending
נועה,סלומון,5871.נועה.סלומון@example.com,0571970539,55.0,תל אביב,מנהל שיווק,,Machine Learning,WhatsApp,,ערב,1,1,דנה לוי,41,0,Contacted,pending
יעל,נחום,5872.יעל.נחום@example.com,0566493118,35.0,אשדוד,סטודנט,תואר שני,Python for AI,Google Ads,5710.0,בוקר,0,5,יוסי כהן,70,0,Lost,pending
איתי,אשכנזי,5873.איתי.אשכנזי@example.com,0511646134,33.0,אשדוד,מנהל שיווק,תיכונית,Prompt Engineering,Facebook,830.0,בוקר,1,1,מאיה בר,141,0,Offer Sent,pending
דור,אזולאי,5874.דור.אזולאי@example.com,0566206031,21.0,באר שבע,יזם,תואר ראשון,AI Agents,Website,5200.0,בוקר,0,1,דנה לוי,27,0,Lost,pending
ניר,סלומון,5875.ניר.סלומון@example.com,0526843488,43.0,מודיעין,מהנדס,תואר ראשון,Data Science,Instagram,8080.0,"סופ""ש",0,1,יוסי כהן,141,0,Lost,pending
אלון,שגב,5876.אלון.שגב@example.com,0595271088,28.0,ירושלים,אנליסט,תואר ראשון,AI Agents,Instagram,7050.0,בוקר,1,2,דנה לוי,16,0,New,pending
יובל,ביטון,5877.יובל.ביטון@example.com,0576913570,27.0,רמת גן,מהנדס,תואר ראשון,AI Automation,Referral,5740.0,גמיש,0,3,מאיה בר,132,0,Interested,pending
עידו,שפירא,5878.עידו.שפירא@example.com,0563135104,45.0,ראשון לציון,יזם,תואר ראשון,AI Agents,Event,6000.0,"סופ""ש",0,5,אורי שרון,169,0,Contacted,pending
גלי,שפירא,5879.גלי.שפירא@example.com,0511609769,43.0,חיפה,מעצב,תואר ראשון,Data Science,Organic,6260.0,ערב,0,6,אורי שרון,172,1,Won,paid
רון,פרץ,5880.רון.פרץ@example.com,0567916753,43.0,חיפה,מורה,תיכונית,Python for AI,Facebook,3980.0,ערב,0,4,מאיה בר,139,0,Contacted,pending
שני,ביטון,5881.שני.ביטון@example.com,0521842845,30.0,ירושלים,איש מכירות,תואר שני,Machine Learning,Instagram,3700.0,גמיש,1,2,נועה גל,152,0,Interested,pending
עידו,אברהם,5882.עידו.אברהם@example.com,0512446546,33.0,נתניה,מורה,תיכונית,Python for AI,Organic,2440.0,בוקר,0,6,יוסי כהן,171,1,Won,paid
דור,רוזן,5883.דור.רוזן@example.com,0593549885,32.0,תל אביב,מפתח תוכנה,תואר שני,Data Science,Instagram,8740.0,ערב,0,1,נועה גל,47,1,Won,paid
אורן,מזרחי,5884.אורן.מזרחי@example.com,0537757139,40.0,רעננה,סטודנט,תואר שני,Data Science,Organic,7960.0,ערב,0,4,מאיה בר,70,0,Contacted,pending
גיא,פרץ,5885.גיא.פרץ@example.com,0559557142,47.0,ירושלים,מהנדס,תואר שני,AI Agents,Google Ads,3340.0,גמיש,1,2,מאיה בר,79,1,Won,paid
רותם,פרץ,5886.רותם.פרץ@example.com,0562925813,36.0,ראשון לציון,מנהל שיווק,הנדסאי,Machine Learning,WhatsApp,6000.0,גמיש,1,3,יוסי כהן,133,0,Interested,pending
אורי,כהן,5887.אורי.כהן@example.com,0534959551,51.0,באר שבע,,תואר שני,Data Science,Instagram,5040.0,גמיש,0,1,אורי שרון,55,0,Contacted,pending
עומר,מזרחי,5888.עומר.מזרחי@example.com,0554294901,41.0,מודיעין,מהנדס,תואר ראשון,Python for AI,WhatsApp,3040.0,ערב,0,1,נועה גל,124,0,Counseling,pending
רועי,שגב,5889.רועי.שגב@example.com,0557336251,31.0,תל אביב,סטודנט,דוקטורט,Python for AI,Google Ads,6090.0,גמיש,0,4,יוסי כהן,154,0,Lost,pending
יעל,אוחיון,5890.יעל.אוחיון@example.com,0522697442,40.0,חיפה,מהנדס,,Prompt Engineering,Referral,500.0,ערב,1,7,אורי שרון,27,1,Won,paid
נדב,אברהם,5891.נדב.אברהם@example.com,0533153848,48.0,נתניה,סטודנט,תואר שני,AI Agents,Facebook,3250.0,"סופ""ש",0,1,יוסי כהן,175,0,Contacted,pending
רון,ביטון,5892.רון.ביטון@example.com,0592699793,51.0,חיפה,מפתח תוכנה,תואר ראשון,Data Science,Website,6540.0,גמיש,0,4,דנה לוי,143,1,Won,paid
עומר,דהן,5893.עומר.דהן@example.com,0547576791,44.0,פתח תקווה,מעצב,דוקטורט,Machine Learning,Instagram,6600.0,ערב,1,4,דנה לוי,158,0,Lost,pending
אורי,ביטון,5894.אורי.ביטון@example.com,0520910371,33.0,תל אביב,איש מכירות,תואר ראשון,Machine Learning,Facebook,5140.0,גמיש,1,2,יוסי כהן,66,0,Counseling,pending
עידו,אשכנזי,5895.עידו.אשכנזי@example.com,0560341727,31.0,רעננה,מנהל שיווק,הנדסאי,AI Automation,Google Ads,,ערב,0,0,אורי שרון,87,1,Won,paid
ליאור,ביטון,5896.ליאור.ביטון@example.com,0576242300,38.0,הרצליה,אנליסט,תואר שני,Python for AI,Facebook,237900.0,גמיש,0,5,מאיה בר,148,1,Won,paid
אורי,ברק,5897.אורי.ברק@example.com,0522209681,48.0,תל אביב,מורה,תואר ראשון,AI Agents,Event,5540.0,ערב,0,4,נועה גל,74,0,Contacted,pending
יונתן,מזרחי,5898.יונתן.מזרחי@example.com,0534591175,37.0,רמת גן,מעצב,תואר ראשון,Machine Learning,Organic,5710.0,ערב,0,2,יוסי כהן,142,0,New,pending
עידו,שגב,5899.עידו.שגב@example.com,0528607840,37.0,תל אביב,מורה,תואר ראשון,Python for AI,Organic,3090.0,"סופ""ש",1,4,דנה לוי,163,1,Won,paid
אביב,דהן,5900.אביב.דהן@example.com,0539639387,33.0,רעננה,סטודנט,תואר שני,Machine Learning,Google Ads,6990.0,בוקר,1,2,יוסי כהן,4,0,New,pending
תמר,מזרחי,5901.תמר.מזרחי@example.com,0596662609,30.0,תל אביב,סטודנט,תואר ראשון,Prompt Engineering,Instagram,1350.0,בוקר,1,1,מאיה בר,31,0,Lost,pending
אסף,נחום,5902.אסף.נחום@example.com,0514870707,32.0,חיפה,יזם,הנדסאי,AI Agents,Instagram,7000.0,בוקר,0,1,יוסי כהן,150,0,Contacted,pending
ניר,אוחיון,5903.ניר.אוחיון@example.com,0593826779,,הרצליה,אנליסט,תואר שני,Python for AI,Instagram,5220.0,גמיש,1,2,יוסי כהן,108,1,Won,paid
יונתן,ברק,5904.יונתן.ברק@example.com,0560530427,48.0,ירושלים,מהנדס,תיכונית,Python for AI,Website,4610.0,גמיש,0,6,נועה גל,174,1,Won,paid
נועה,שגב,5905.נועה.שגב@example.com,0543590749,31.0,רעננה,מפתח תוכנה,תיכונית,Data Science,Organic,9500.0,ערב,0,4,נועה גל,150,0,Contacted,pending
דור,סלומון,5906.דור.סלומון@example.com,0511330574,33.0,נתניה,,תואר שני,AI Automation,Facebook,4860.0,ערב,0,1,מאיה בר,127,1,Won,paid
נועה,ברק,5907.נועה.ברק@example.com,0598942699,25.0,ראשון לציון,מהנדס,תואר ראשון,Machine Learning,Facebook,5820.0,ערב,0,0,מאיה בר,88,0,Contacted,pending
ליאור,רוזן,5908.ליאור.רוזן@example.com,0510208328,39.0,תל אביב,יזם,תיכונית,Python for AI,Facebook,3790.0,ערב,0,0,דנה לוי,147,1,Won,paid
נועה,שפירא,5909.נועה.שפירא@example.com,0564088518,45.0,נתניה,איש מכירות,תואר ראשון,Data Science,Google Ads,5640.0,בוקר,0,1,יוסי כהן,155,0,New,pending
ליאור,אוחיון,5910.ליאור.אוחיון@example.com,0565788502,48.0,פתח תקווה,אנליסט,הנדסאי,Prompt Engineering,Facebook,2330.0,גמיש,0,4,נועה גל,79,1,Won,paid
אלון,אשכנזי,5911.אלון.אשכנזי@example.com,0567624513,35.0,באר שבע,מנהל שיווק,דוקטורט,Python for AI,Google Ads,2390.0,ערב,0,3,אורי שרון,29,0,Lost,pending
נועה,גבאי,5912.נועה.גבאי@example.com,0582192494,38.0,באר שבע,מעצב,תואר שני,Python for AI,Facebook,5850.0,בוקר,0,0,מאיה בר,62,0,Contacted,pending
יונתן,סלומון,5913.יונתן.סלומון@example.com,0538832823,32.0,פתח תקווה,מהנדס,תואר שני,Python for AI,Facebook,2070.0,בוקר,1,1,יוסי כהן,0,0,Lost,pending
יובל,שגב,5914.יובל.שגב@example.com,0524879233,38.0,באר שבע,מורה,תואר שני,Machine Learning,Referral,4490.0,גמיש,0,3,אורי שרון,72,0,Follow-up,pending
הדר,אשכנזי,5915.הדר.אשכנזי@example.com,0525842393,36.0,רמת גן,אנליסט,תואר שני,Python for AI,Event,3340.0,ערב,0,2,נועה גל,164,0,New,pending
איתי,אשכנזי,5916.איתי.אשכנזי@example.com,0539376478,34.0,באר שבע,מפתח תוכנה,תואר ראשון,Python for AI,Facebook,1730.0,"סופ""ש",1,4,דנה לוי,122,1,Won,paid
רועי,שפירא,5917.רועי.שפירא@example.com,0539343310,34.0,מודיעין,מהנדס,תואר ראשון,Python for AI,Instagram,2450.0,בוקר,0,1,יוסי כהן,145,0,New,pending
אלון,כהן,5918.אלון.כהן@example.com,0570819827,37.0,פתח תקווה,יזם,תואר שני,Machine Learning,Instagram,,ערב,0,4,אורי שרון,179,0,Offer Sent,pending
טל,לוי,5919.טל.לוי@example.com,0547903886,30.0,תל אביב,אנליסט,תואר ראשון,AI Automation,Organic,5280.0,"סופ""ש",0,5,יוסי כהן,153,1,Won,paid
אביב,פרץ,5920.אביב.פרץ@example.com,0520015675,31.0,מודיעין,מנהל שיווק,דוקטורט,AI Automation,Google Ads,1910.0,בוקר,1,6,נועה גל,28,1,Won,paid
גיא,פרידמן,5921.גיא.פרידמן@example.com,0512534483,48.0,מודיעין,מפתח תוכנה,תואר שני,AI Agents,Website,4460.0,ערב,0,0,דנה לוי,4,0,Contacted,pending
יובל,ביטון,5922.יובל.ביטון@example.com,0520270006,57.0,מודיעין,מפתח תוכנה,תיכונית,Machine Learning,Website,5650.0,ערב,1,2,יוסי כהן,139,0,Follow-up,pending
רותם,שפירא,5923.רותם.שפירא@example.com,0574995426,22.0,חיפה,מהנדס,תואר ראשון,Data Science,WhatsApp,7100.0,גמיש,0,1,נועה גל,143,0,Follow-up,pending
אביב,פרידמן,5924.אביב.פרידמן@example.com,0584335306,22.0,חיפה,יזם,הנדסאי,Data Science,Facebook,10270.0,"סופ""ש",1,1,מאיה בר,171,1,Won,paid
יונתן,גבאי,5925.יונתן.גבאי@example.com,0554647117,24.0,תל אביב,אנליסט,תואר שני,Data Science,Facebook,8820.0,גמיש,1,3,דנה לוי,147,0,Offer Sent,pending
יעל,ביטון,5926.יעל.ביטון@example.com,0589159699,32.0,רעננה,מהנדס,תואר שני,Python for AI,Google Ads,6320.0,ערב,1,1,נועה גל,91,1,Won,paid
גיא,סלומון,5927.גיא.סלומון@example.com,0565069700,41.0,רמת גן,אחר,תואר ראשון,Machine Learning,Google Ads,3160.0,ערב,1,0,יוסי כהן,49,0,Follow-up,pending
אורן,כהן,5928.אורן.כהן@example.com,0528192842,38.0,חיפה,מהנדס,תיכונית,Prompt Engineering,Facebook,2730.0,ערב,1,4,אורי שרון,178,0,New,pending
תמר,פרץ,5929.תמר.פרץ@example.com,0536486155,35.0,ירושלים,מעצב,תואר ראשון,Python for AI,WhatsApp,4500.0,ערב,0,3,דנה לוי,154,1,Won,paid
ענבר,שגב,5930.ענבר.שגב@example.com,0570445219,38.0,רעננה,אחר,הנדסאי,Python for AI,Referral,1360.0,ערב,0,3,יוסי כהן,174,0,Lost,pending
גיא,רוזן,5931.גיא.רוזן@example.com,0510661361,27.0,חיפה,אנליסט,תואר ראשון,Python for AI,WhatsApp,3120.0,ערב,1,2,יוסי כהן,129,0,Lost,pending
עומר,נחום,5932.עומר.נחום@example.com,0567193728,31.0,פתח תקווה,מהנדס,דוקטורט,Prompt Engineering,WhatsApp,4170.0,בוקר,0,1,מאיה בר,138,0,Contacted,pending
ליאור,גבאי,5933.ליאור.גבאי@example.com,0564085964,33.0,תל אביב,סטודנט,תואר ראשון,AI Agents,Website,6500.0,גמיש,0,3,יוסי כהן,1,0,Lost,pending
טל,אוחיון,5934.טל.אוחיון@example.com,0585675059,19.0,תל אביב,מפתח תוכנה,תואר שני,Machine Learning,WhatsApp,7840.0,גמיש,0,5,נועה גל,151,1,Won,paid
איתי,פרץ,5935.איתי.פרץ@example.com,0592554126,23.0,באר שבע,מפתח תוכנה,תואר שני,Data Science,Organic,6690.0,גמיש,1,4,יוסי כהן,175,1,Won,paid
ניר,שפירא,5936.ניר.שפירא@example.com,0549463169,23.0,ירושלים,אנליסט,תואר שני,AI Agents,Google Ads,4430.0,בוקר,1,3,נועה גל,137,1,Won,paid
רון,כהן,5937.רון.כהן@example.com,0550950224,40.0,ירושלים,איש מכירות,תיכונית,Python for AI,Referral,4020.0,בוקר,1,3,מאיה בר,154,1,Won,paid
רועי,כהן,5938.רועי.כהן@example.com,0557180760,35.0,באר שבע,מהנדס,הנדסאי,Machine Learning,Event,5770.0,ערב,0,123,אורי שרון,126,1,Won,paid
יעל,כהן,5939.יעל.כהן@example.com,0553171766,38.0,ירושלים,מפתח תוכנה,הנדסאי,Python for AI,Organic,4070.0,גמיש,1,2,דנה לוי,82,1,Won,paid
תמר,סלומון,5940.תמר.סלומון@example.com,0533974766,18.0,מודיעין,מהנדס,הנדסאי,Data Science,Referral,3140.0,בוקר,0,5,יוסי כהן,135,0,New,pending
אורי,אזולאי,5941.אורי.אזולאי@example.com,0568297992,20.0,פתח תקווה,איש מכירות,תיכונית,Prompt Engineering,Instagram,2210.0,ערב,1,2,אורי שרון,119,0,Interested,pending
גלי,אשכנזי,5942.גלי.אשכנזי@example.com,0580287108,39.0,תל אביב,מפתח תוכנה,תואר ראשון,Prompt Engineering,Organic,3330.0,"סופ""ש",0,7,דנה לוי,117,0,New,pending
תמר,ברק,5943.תמר.ברק@example.com,0515520817,18.0,ירושלים,מעצב,תואר שני,Prompt Engineering,Google Ads,2830.0,ערב,1,2,דנה לוי,103,1,Won,paid
רועי,אוחיון,5944.רועי.אוחיון@example.com,0598056944,44.0,ראשון לציון,מפתח תוכנה,הנדסאי,Machine Learning,Website,5230.0,"סופ""ש",1,1,יוסי כהן,45,1,Won,paid
רון,אזולאי,5945.רון.אזולאי@example.com,0540896363,18.0,באר שבע,אנליסט,תואר ראשון,Data Science,Referral,6090.0,ערב,0,7,אורי שרון,177,1,Won,paid
גיא,אשכנזי,5946.גיא.אשכנזי@example.com,0539596244,41.0,רמת גן,יזם,תואר ראשון,Data Science,Website,4900.0,ערב,0,1,נועה גל,71,0,Lost,pending
ליאור,אזולאי,5947.ליאור.אזולאי@example.com,0598273595,25.0,אשדוד,מהנדס,תיכונית,Prompt Engineering,Facebook,3580.0,גמיש,0,2,יוסי כהן,12,0,Interested,pending
מיכל,מזרחי,5948.מיכל.מזרחי@example.com,0519144864,42.0,פתח תקווה,מפתח תוכנה,הנדסאי,AI Automation,Referral,3360.0,ערב,0,6,יוסי כהן,69,0,Interested,pending
עידו,דהן,5949.עידו.דהן@example.com,0563825253,62.0,חיפה,סטודנט,הנדסאי,Python for AI,Instagram,500.0,בוקר,1,2,דנה לוי,73,0,New,pending
מיכל,שגב,5950.מיכל.שגב@example.com,0550110724,18.0,ירושלים,יזם,תואר ראשון,Python for AI,Instagram,2520.0,ערב,1,2,אורי שרון,115,0,Follow-up,pending
אביב,ביטון,5951.אביב.ביטון@example.com,0586322676,39.0,תל אביב,מעצב,תואר ראשון,Python for AI,Facebook,2270.0,ערב,1,1,מאיה בר,84,0,Lost,pending
גלי,אשכנזי,5952.גלי.אשכנזי@example.com,0510607248,18.0,תל אביב,מהנדס,הנדסאי,Prompt Engineering,Website,1950.0,ערב,1,6,מאיה בר,75,0,Interested,pending
עידו,גבאי,5953.עידו.גבאי@example.com,0545513749,37.0,באר שבע,מנהל שיווק,תיכונית,AI Agents,Facebook,,ערב,0,3,מאיה בר,25,0,Contacted,pending
רותם,דהן,5954.רותם.דהן@example.com,0574151419,31.0,תל אביב,מהנדס,הנדסאי,Data Science,Instagram,5940.0,ערב,0,3,דנה לוי,179,0,New,pending
ניר,דהן,5955.ניר.דהן@example.com,0542372936,,חיפה,מורה,תיכונית,Python for AI,WhatsApp,,ערב,0,3,נועה גל,57,0,New,pending
אסף,אשכנזי,5956.אסף.אשכנזי@example.com,0565630110,25.0,תל אביב,אנליסט,תואר שני,Machine Learning,Google Ads,4530.0,גמיש,0,3,דנה לוי,50,0,Follow-up,pending
גלי,דהן,5957.גלי.דהן@example.com,0590208867,40.0,הרצליה,יזם,תואר ראשון,Python for AI,WhatsApp,3580.0,בוקר,1,5,אורי שרון,163,0,Offer Sent,pending
רותם,פרץ,5958.רותם.פרץ@example.com,0534390182,20.0,ירושלים,סטודנט,תואר ראשון,Data Science,Google Ads,7360.0,גמיש,1,4,אורי שרון,136,0,New,pending
אורי,סלומון,5959.אורי.סלומון@example.com,0589680928,44.0,נתניה,מעצב,תואר ראשון,AI Agents,Facebook,4540.0,ערב,0,0,נועה גל,104,0,Follow-up,pending
אסף,אשכנזי,5960.אסף.אשכנזי@example.com,0579063441,29.0,רעננה,סטודנט,הנדסאי,AI Automation,Organic,4880.0,בוקר,0,2,מאיה בר,137,0,Lost,pending
שני,אוחיון,5961.שני.אוחיון@example.com,0531750126,20.0,רעננה,אנליסט,תיכונית,AI Automation,Instagram,5670.0,בוקר,0,3,נועה גל,170,0,Follow-up,pending
איתי,כהן,5962.איתי.כהן@example.com,0576973965,47.0,הרצליה,אחר,תואר ראשון,AI Automation,Event,2500.0,ערב,0,4,נועה גל,16,0,Interested,pending
שירה,נחום,5963.שירה.נחום@example.com,0580800379,32.0,נתניה,מהנדס,תואר שני,Machine Learning,Instagram,6270.0,"סופ""ש",1,3,נועה גל,4,0,Contacted,pending
עידו,סלומון,5964.עידו.סלומון@example.com,0553120039,50.0,ירושלים,מנהל שיווק,תואר שני,Python for AI,Organic,6930.0,ערב,1,2,נועה גל,178,1,Won,paid
רון,שפירא,5965.רון.שפירא@example.com,0573289220,44.0,באר שבע,איש מכירות,תואר שני,Machine Learning,Google Ads,6180.0,ערב,0,4,אורי שרון,73,0,Contacted,pending
אורן,אזולאי,5966.אורן.אזולאי@example.com,0554343997,26.0,באר שבע,אחר,תואר ראשון,Machine Learning,Organic,,ערב,0,3,יוסי כהן,97,1,Won,paid
תמר,ברק,5967.תמר.ברק@example.com,0522710512,32.0,פתח תקווה,מפתח תוכנה,תואר שני,AI Automation,Facebook,4970.0,"סופ""ש",0,2,נועה גל,170,1,Won,paid
תמר,גבאי,5968.תמר.גבאי@example.com,0566431064,34.0,באר שבע,מורה,תואר שני,Machine Learning,Website,5530.0,גמיש,1,3,מאיה בר,66,0,Interested,pending
אסף,אזולאי,5969.אסף.אזולאי@example.com,0525591750,47.0,תל אביב,אנליסט,תואר שני,Prompt Engineering,Facebook,800.0,ערב,1,1,נועה גל,21,0,New,pending
הדר,דהן,5970.הדר.דהן@example.com,0594460807,37.0,תל אביב,איש מכירות,תיכונית,AI Automation,Organic,3280.0,"סופ""ש",1,4,יוסי כהן,117,1,Won,paid
עדי,גבאי,5971.עדי.גבאי@example.com,0557894486,35.0,באר שבע,מפתח תוכנה,תיכונית,AI Automation,Instagram,1720.0,בוקר,0,4,דנה לוי,50,0,New,pending
ליאור,אוחיון,5972.ליאור.אוחיון@example.com,0517920055,31.0,הרצליה,איש מכירות,תואר ראשון,Data Science,Google Ads,3670.0,ערב,0,3,נועה גל,66,0,Offer Sent,pending
עומר,ברק,5973.עומר.ברק@example.com,0562576629,33.0,רמת גן,אנליסט,תואר ראשון,Machine Learning,Referral,7010.0,"סופ""ש",0,4,דנה לוי,20,0,Contacted,pending
איתי,שגב,5974.איתי.שגב@example.com,0585570398,45.0,חיפה,מנהל שיווק,תואר ראשון,Prompt Engineering,Google Ads,500.0,גמיש,1,0,אורי שרון,58,1,Won,paid
נועה,אשכנזי,5975.נועה.אשכנזי@example.com,0584653012,33.0,רעננה,איש מכירות,תואר שני,Python for AI,Organic,5910.0,ערב,1,5,דנה לוי,10,1,Won,paid
תמר,אשכנזי,5976.תמר.אשכנזי@example.com,0537927182,29.0,נתניה,מפתח תוכנה,,Prompt Engineering,Referral,3550.0,ערב,0,8,מאיה בר,19,0,Interested,pending
יעל,פרידמן,5977.יעל.פרידמן@example.com,0557867591,28.0,הרצליה,מהנדס,תואר ראשון,AI Automation,Facebook,6400.0,בוקר,1,2,מאיה בר,98,1,Won,paid
אורן,מזרחי,5978.אורן.מזרחי@example.com,0560231544,28.0,הרצליה,אנליסט,תיכונית,Python for AI,Organic,5710.0,ערב,1,2,נועה גל,122,1,Won,paid
שני,אשכנזי,5979.שני.אשכנזי@example.com,0537482068,20.0,נתניה,מנהל שיווק,תואר ראשון,Python for AI,Google Ads,5290.0,"סופ""ש",1,5,דנה לוי,154,1,Won,paid
